,Result,Category
78493,White Win,9
78494,White Win,9
78495,White Win,15
78496,Black Win,13
78497,Black Win,15
78498,Black Win,9
78499,Black Win,8
78500,Black Win,3
78501,White Win,9
78502,White Win,13
78503,Draw,0
78504,White Win,11
78505,White Win,13
78506,Black Win,5
78507,Black Win,1
78508,White Win,11
78509,White Win,12
78510,White Win,12
78511,White Win,16
78512,White Win,10
78513,Black Win,7
78514,White Win,8
78515,Black Win,9
78516,Black Win,5
78517,White Win,13
78518,Black Win,13
78519,Black Win,4
78520,Black Win,7
78521,Black Win,8
78522,Draw,10
78523,Black Win,8
78524,White Win,19
78525,Black Win,6
78526,Black Win,7
78527,Black Win,2
78528,White Win,7
78529,White Win,20
78530,Black Win,6
78531,Black Win,4
78532,Black Win,12
78533,Black Win,8
78534,Black Win,8
78535,Black Win,10
78536,White Win,11
78537,Black Win,9
78538,Black Win,11
78539,White Win,10
78540,Black Win,11
78541,White Win,14
78542,White Win,9
78543,White Win,20
78544,Black Win,4
78545,Draw,12
78546,White Win,12
78547,White Win,11
78548,Black Win,9
78549,White Win,5
78550,White Win,13
78551,White Win,11
78552,Black Win,3
78553,Black Win,8
78554,White Win,15
78555,White Win,4
78556,Black Win,12
78557,White Win,5
78558,White Win,15
78559,Black Win,10
78560,Black Win,9
78561,White Win,11
78562,Black Win,11
78563,Black Win,7
78564,White Win,11
78565,White Win,9
78566,Black Win,12
78567,White Win,19
78568,White Win,9
78569,White Win,11
78570,Black Win,7
78571,Black Win,8
78572,Black Win,4
78573,Draw,12
78574,Draw,11
78575,White Win,14
78576,Black Win,10
78577,White Win,10
78578,Black Win,8
78579,White Win,6
78580,Black Win,7
78581,Black Win,1
78582,White Win,11
78583,White Win,8
78584,Black Win,9
78585,Black Win,10
78586,Black Win,7
78587,Black Win,8
78588,Black Win,5
78589,Black Win,6
78590,Black Win,11
78591,White Win,10
78592,White Win,11
78593,Black Win,7
78594,Black Win,8
78595,White Win,1
78596,White Win,8
78597,White Win,8
78598,Black Win,13
78599,Black Win,4
78600,White Win,8
78601,White Win,12
78602,White Win,9
78603,Black Win,0
78604,Black Win,9
78605,Black Win,14
78606,White Win,11
78607,White Win,10
78608,White Win,10
78609,White Win,12
78610,White Win,13
78611,Black Win,9
78612,Black Win,9
78613,Black Win,12
78614,Black Win,12
78615,Black Win,4
78616,White Win,15
78617,White Win,7
78618,White Win,9
78619,White Win,11
78620,White Win,7
78621,White Win,14
78622,Black Win,9
78623,White Win,10
78624,White Win,7
78625,Draw,7
78626,White Win,15
78627,Black Win,10
78628,Black Win,5
78629,Black Win,8
78630,White Win,15
78631,White Win,10
78632,Black Win,9
78633,White Win,11
78634,Black Win,8
78635,Black Win,5
78636,White Win,12
78637,White Win,8
78638,White Win,11
78639,Black Win,10
78640,White Win,13
78641,Black Win,11
78642,White Win,9
78643,White Win,18
78644,Black Win,11
78645,Black Win,10
78646,Black Win,9
78647,Black Win,10
78648,White Win,10
78649,Black Win,7
78650,White Win,10
78651,White Win,12
78652,White Win,12
78653,Black Win,7
78654,White Win,13
78655,Black Win,11
78656,Black Win,15
78657,White Win,13
78658,White Win,9
78659,White Win,8
78660,White Win,11
78661,White Win,17
78662,White Win,11
78663,Black Win,10
78664,Black Win,5
78665,Black Win,10
78666,Black Win,10
78667,White Win,9
78668,White Win,11
78669,Black Win,8
78670,White Win,10
78671,White Win,7
78672,Black Win,9
78673,White Win,17
78674,White Win,9
78675,Black Win,10
78676,White Win,5
78677,White Win,10
78678,White Win,8
78679,White Win,8
78680,White Win,10
78681,Black Win,11
78682,White Win,8
78683,Black Win,4
78684,White Win,11
78685,White Win,11
78686,Black Win,9
78687,Black Win,4
78688,White Win,7
78689,Black Win,6
78690,Black Win,13
78691,White Win,18
78692,White Win,12
78693,White Win,10
78694,Black Win,4
78695,White Win,10
78696,White Win,10
78697,Black Win,8
78698,Black Win,9
78699,Black Win,8
78700,Black Win,15
78701,Black Win,10
78702,White Win,4
78703,White Win,7
78704,Black Win,11
78705,Black Win,5
78706,Black Win,0
78707,Black Win,12
78708,Black Win,8
78709,Black Win,5
78710,Black Win,8
78711,Black Win,9
78712,Black Win,7
78713,Black Win,10
78714,Black Win,7
78715,Black Win,7
78716,White Win,4
78717,Black Win,7
78718,Black Win,14
78719,Black Win,10
78720,Black Win,2
78721,Black Win,11
78722,White Win,9
78723,White Win,18
78724,White Win,9
78725,White Win,11
78726,White Win,13
78727,Black Win,8
78728,White Win,10
78729,White Win,9
78730,Black Win,7
78731,Black Win,4
78732,Black Win,11
78733,Black Win,10
78734,Black Win,2
78735,White Win,10
78736,White Win,10
78737,Black Win,7
78738,White Win,5
78739,Black Win,7
78740,Black Win,10
78741,Black Win,9
78742,White Win,15
78743,White Win,9
78744,Black Win,8
78745,White Win,8
78746,White Win,6
78747,Black Win,0
78748,White Win,8
78749,Black Win,3
78750,Black Win,13
78751,Black Win,8
78752,White Win,12
78753,Black Win,7
78754,Black Win,11
78755,Black Win,4
78756,White Win,13
78757,White Win,15
78758,White Win,6
78759,White Win,15
78760,Black Win,9
78761,White Win,10
78762,White Win,13
78763,White Win,19
78764,Black Win,7
78765,Black Win,13
78766,White Win,9
78767,Black Win,9
78768,White Win,10
78769,White Win,6
78770,Black Win,7
78771,Black Win,9
78772,White Win,14
78773,Black Win,13
78774,White Win,11
78775,White Win,12
78776,Black Win,9
78777,Black Win,7
78778,White Win,9
78779,Black Win,6
78780,Black Win,0
78781,Black Win,9
78782,Black Win,9
78783,Black Win,10
78784,Black Win,12
78785,White Win,9
78786,White Win,15
78787,White Win,15
78788,White Win,10
78789,White Win,10
78790,White Win,12
78791,White Win,15
78792,Black Win,8
78793,White Win,0
78794,White Win,11
78795,Draw,10
78796,White Win,5
78797,Black Win,9
78798,White Win,9
78799,Black Win,12
78800,White Win,13
78801,Black Win,11
78802,Black Win,4
78803,Black Win,9
78804,White Win,9
78805,Draw,4
78806,Black Win,11
78807,Black Win,11
78808,Black Win,10
78809,Black Win,11
78810,Black Win,11
78811,Black Win,0
78812,Black Win,8
78813,White Win,10
78814,Black Win,5
78815,White Win,9
78816,Black Win,9
78817,Black Win,11
78818,White Win,13
78819,Black Win,10
78820,White Win,2
78821,Black Win,0
78822,Black Win,6
78823,Black Win,10
78824,Black Win,7
78825,Black Win,4
78826,Black Win,13
78827,Black Win,10
78828,Black Win,10
78829,Black Win,10
78830,Black Win,4
78831,Black Win,11
78832,White Win,12
78833,White Win,7
78834,White Win,15
78835,White Win,10
78836,White Win,10
78837,Black Win,8
78838,White Win,10
78839,White Win,14
78840,White Win,11
78841,Black Win,7
78842,Black Win,10
78843,Black Win,3
78844,White Win,15
78845,Black Win,11
78846,White Win,10
78847,Draw,9
78848,Black Win,7
78849,Black Win,11
78850,White Win,13
78851,White Win,12
78852,Black Win,6
78853,Black Win,11
78854,Black Win,11
78855,White Win,12
78856,Black Win,8
78857,White Win,11
78858,Black Win,5
78859,White Win,11
78860,Black Win,6
78861,White Win,6
78862,Black Win,11
78863,Black Win,11
78864,White Win,5
78865,Black Win,8
78866,White Win,10
78867,White Win,13
78868,Black Win,12
78869,Black Win,11
78870,Black Win,9
78871,White Win,12
78872,Black Win,8
78873,Black Win,9
78874,White Win,9
78875,Black Win,8
78876,White Win,12
78877,Black Win,10
78878,Black Win,9
78879,Black Win,9
78880,Black Win,11
78881,White Win,12
78882,Black Win,8
78883,White Win,9
78884,Black Win,7
78885,Black Win,9
78886,White Win,10
78887,White Win,10
78888,White Win,7
78889,White Win,10
78890,White Win,10
78891,Black Win,12
78892,Black Win,1
78893,White Win,8
78894,Black Win,6
78895,Black Win,10
78896,Black Win,7
78897,Black Win,6
78898,White Win,13
78899,Black Win,8
78900,White Win,13
78901,White Win,6
78902,White Win,8
78903,Black Win,9
78904,White Win,8
78905,White Win,14
78906,Black Win,7
78907,White Win,9
78908,Black Win,6
78909,Black Win,6
78910,White Win,19
78911,Black Win,6
78912,White Win,8
78913,White Win,10
78914,White Win,9
78915,White Win,10
78916,Black Win,8
78917,White Win,9
78918,White Win,13
78919,Black Win,11
78920,Black Win,4
78921,Black Win,6
78922,White Win,9
78923,White Win,6
78924,White Win,15
78925,White Win,8
78926,Black Win,15
78927,White Win,9
78928,Black Win,7
78929,Black Win,7
78930,Black Win,8
78931,Black Win,5
78932,White Win,11
78933,Black Win,9
78934,Black Win,5
78935,White Win,4
78936,Black Win,1
78937,Black Win,8
78938,White Win,10
78939,Black Win,12
78940,Black Win,11
78941,Black Win,10
78942,White Win,9
78943,White Win,20
78944,Black Win,8
78945,White Win,14
78946,White Win,11
78947,White Win,10
78948,Black Win,6
78949,White Win,9
78950,Black Win,7
78951,Black Win,10
78952,Black Win,13
78953,Black Win,9
78954,White Win,18
78955,Black Win,0
78956,White Win,16
78957,White Win,13
78958,White Win,13
78959,White Win,8
78960,White Win,10
78961,Black Win,8
78962,White Win,10
78963,Black Win,11
78964,White Win,18
78965,Black Win,8
78966,Black Win,14
78967,White Win,15
78968,Black Win,5
78969,Draw,5
78970,Black Win,0
78971,White Win,15
78972,Black Win,10
78973,Black Win,10
78974,Black Win,8
78975,White Win,5
78976,White Win,7
78977,Black Win,9
78978,Black Win,11
78979,Black Win,10
78980,White Win,8
78981,White Win,9
78982,White Win,10
78983,White Win,10
78984,Black Win,7
78985,White Win,13
78986,Black Win,6
78987,Black Win,5
78988,Black Win,6
78989,Black Win,9
78990,White Win,10
78991,Black Win,10
78992,White Win,11
78993,Black Win,6
78994,White Win,9
78995,Black Win,7
78996,Black Win,10
78997,White Win,6
78998,Black Win,6
78999,Black Win,10
79000,White Win,7
79001,Black Win,8
79002,Black Win,11
79003,White Win,11
79004,Black Win,9
79005,White Win,15
79006,Black Win,10
79007,Black Win,14
79008,Black Win,11
79009,White Win,8
79010,White Win,4
79011,Black Win,8
79012,Black Win,7
79013,Black Win,9
79014,Black Win,10
79015,Draw,10
79016,White Win,10
79017,Black Win,9
79018,Black Win,4
79019,Draw,5
79020,Black Win,14
79021,White Win,8
79022,White Win,20
79023,White Win,9
79024,Black Win,2
79025,White Win,6
79026,White Win,14
79027,White Win,1
79028,Black Win,7
79029,White Win,10
79030,Black Win,9
79031,Black Win,8
79032,Black Win,8
79033,Black Win,2
79034,Black Win,10
79035,Black Win,9
79036,White Win,14
79037,White Win,12
79038,Black Win,10
79039,White Win,10
79040,Black Win,7
79041,Black Win,0
79042,Black Win,6
79043,White Win,19
79044,White Win,8
79045,Black Win,11
79046,White Win,11
79047,White Win,10
79048,White Win,13
79049,White Win,12
79050,Black Win,0
79051,Black Win,7
79052,White Win,9
79053,Black Win,10
79054,White Win,8
79055,Black Win,8
79056,White Win,11
79057,Black Win,10
79058,White Win,13
79059,White Win,15
79060,Black Win,9
79061,Black Win,8
79062,Black Win,9
79063,White Win,13
79064,White Win,9
79065,White Win,7
79066,Black Win,6
79067,Black Win,10
79068,Black Win,12
79069,Black Win,10
79070,White Win,8
79071,White Win,14
79072,Black Win,9
79073,White Win,8
79074,White Win,14
79075,White Win,18
79076,Black Win,9
79077,Black Win,14
79078,White Win,15
79079,White Win,15
79080,Black Win,8
79081,White Win,11
79082,Black Win,14
79083,Black Win,7
79084,Draw,8
79085,White Win,10
79086,White Win,10
79087,White Win,15
79088,White Win,14
79089,White Win,15
79090,Black Win,8
79091,White Win,12
79092,White Win,13
79093,Black Win,5
79094,White Win,10
79095,Black Win,10
79096,Black Win,0
79097,Black Win,9
79098,Black Win,5
79099,White Win,8
79100,Black Win,6
79101,White Win,12
79102,Black Win,3
79103,White Win,8
79104,Black Win,8
79105,Black Win,8
79106,White Win,9
79107,White Win,12
79108,Black Win,11
79109,White Win,13
79110,White Win,11
79111,Black Win,13
79112,Black Win,9
79113,Black Win,10
79114,White Win,6
79115,Black Win,7
79116,Black Win,7
79117,White Win,13
79118,White Win,13
79119,Black Win,11
79120,Black Win,4
79121,White Win,11
79122,Black Win,14
79123,Black Win,5
79124,White Win,12
79125,White Win,16
79126,White Win,10
79127,White Win,15
79128,Black Win,7
79129,Draw,8
79130,Black Win,12
79131,White Win,10
79132,White Win,6
79133,White Win,8
79134,White Win,11
79135,Black Win,6
79136,Black Win,6
79137,White Win,5
79138,Black Win,3
79139,Black Win,8
79140,White Win,10
79141,Black Win,10
79142,White Win,8
79143,Black Win,10
79144,White Win,6
79145,White Win,15
79146,White Win,10
79147,White Win,11
79148,White Win,6
79149,White Win,5
79150,Black Win,7
79151,Black Win,11
79152,White Win,9
79153,White Win,12
79154,Black Win,8
79155,White Win,11
79156,White Win,10
79157,White Win,9
79158,Black Win,11
79159,Black Win,12
79160,White Win,8
79161,White Win,19
79162,White Win,20
79163,Draw,13
79164,Black Win,9
79165,White Win,6
79166,White Win,13
79167,Black Win,10
79168,White Win,8
79169,Black Win,10
79170,White Win,12
79171,White Win,11
79172,Black Win,9
79173,Black Win,2
79174,White Win,20
79175,White Win,11
79176,White Win,8
79177,Black Win,10
79178,Black Win,10
79179,Black Win,8
79180,Black Win,3
79181,Black Win,7
79182,White Win,20
79183,Black Win,11
79184,White Win,10
79185,White Win,10
79186,White Win,12
79187,Black Win,5
79188,Black Win,6
79189,White Win,7
79190,Black Win,5
79191,White Win,8
79192,White Win,20
79193,White Win,8
79194,White Win,9
79195,White Win,12
79196,Black Win,13
79197,Draw,11
79198,Black Win,8
79199,Black Win,6
79200,White Win,10
79201,Black Win,8
79202,Black Win,11
79203,Draw,11
79204,White Win,12
79205,Black Win,12
79206,Black Win,8
79207,White Win,15
79208,Black Win,16
79209,Black Win,0
79210,Black Win,1
79211,White Win,12
79212,White Win,10
79213,Black Win,8
79214,White Win,20
79215,Black Win,15
79216,White Win,9
79217,Black Win,12
79218,Black Win,6
79219,Black Win,0
79220,Black Win,4
79221,White Win,18
79222,White Win,11
79223,White Win,10
79224,White Win,11
79225,Black Win,10
79226,Black Win,6
79227,Black Win,7
79228,Black Win,9
79229,White Win,11
79230,White Win,10
79231,White Win,6
79232,White Win,6
79233,Black Win,7
79234,Black Win,3
79235,Black Win,0
79236,Black Win,6
79237,Black Win,11
79238,Draw,13
79239,Black Win,9
79240,White Win,10
79241,Black Win,9
79242,White Win,11
79243,Black Win,11
79244,Draw,11
79245,White Win,11
79246,Black Win,2
79247,Black Win,7
79248,Black Win,9
79249,Black Win,12
79250,Black Win,13
79251,Black Win,3
79252,Black Win,5
79253,White Win,20
79254,Black Win,6
79255,White Win,11
79256,Black Win,12
79257,Black Win,10
79258,White Win,13
79259,Black Win,5
79260,White Win,9
79261,Black Win,7
79262,White Win,11
79263,Black Win,6
79264,Black Win,6
79265,Black Win,3
79266,White Win,9
79267,White Win,10
79268,White Win,16
79269,Black Win,13
79270,White Win,17
79271,White Win,10
79272,Black Win,8
79273,White Win,9
79274,White Win,7
79275,White Win,10
79276,Black Win,6
79277,Black Win,7
79278,Black Win,8
79279,Black Win,10
79280,Draw,9
79281,White Win,3
79282,Black Win,7
79283,White Win,11
79284,Black Win,8
79285,White Win,11
79286,White Win,12
79287,White Win,11
79288,White Win,7
79289,Black Win,11
79290,White Win,8
79291,Black Win,6
79292,Black Win,7
79293,Black Win,13
79294,Black Win,2
79295,White Win,9
79296,White Win,13
79297,White Win,8
79298,White Win,9
79299,Draw,0
79300,Black Win,9
79301,White Win,14
79302,Black Win,9
79303,White Win,8
79304,Black Win,6
79305,White Win,12
79306,White Win,12
79307,Black Win,9
79308,White Win,10
79309,White Win,10
79310,Black Win,15
79311,White Win,10
79312,White Win,9
79313,White Win,15
79314,Black Win,5
79315,White Win,8
79316,White Win,10
79317,Black Win,8
79318,Draw,18
79319,Black Win,8
79320,Black Win,4
79321,White Win,10
79322,White Win,10
79323,Black Win,8
79324,Black Win,16
79325,White Win,15
79326,Black Win,10
79327,Black Win,4
79328,White Win,8
79329,Black Win,8
79330,Black Win,5
79331,Black Win,11
79332,Black Win,5
79333,White Win,11
79334,White Win,8
79335,White Win,11
79336,White Win,10
79337,Black Win,10
79338,Black Win,1
79339,White Win,8
79340,White Win,8
79341,White Win,11
79342,White Win,20
79343,White Win,9
79344,White Win,10
79345,White Win,11
79346,Black Win,10
79347,Black Win,8
79348,White Win,10
79349,Black Win,11
79350,Black Win,10
79351,Black Win,7
79352,Black Win,7
79353,Black Win,13
79354,White Win,10
79355,Black Win,9
79356,Black Win,8
79357,Black Win,6
79358,White Win,9
79359,Black Win,7
79360,Black Win,2
79361,White Win,4
79362,Black Win,8
79363,Black Win,0
79364,White Win,13
79365,White Win,20
79366,Black Win,6
79367,Black Win,8
79368,White Win,13
79369,White Win,18
79370,Black Win,11
79371,Black Win,6
79372,Black Win,10
79373,White Win,10
79374,Black Win,10
79375,Black Win,7
79376,Black Win,9
79377,Black Win,3
79378,Black Win,9
79379,Black Win,10
79380,White Win,9
79381,White Win,9
79382,White Win,10
79383,Black Win,11
79384,White Win,16
79385,Black Win,7
79386,White Win,9
79387,Black Win,16
79388,Black Win,5
79389,White Win,9
79390,White Win,10
79391,White Win,11
79392,White Win,20
79393,White Win,9
79394,Black Win,12
79395,White Win,10
79396,Black Win,7
79397,White Win,15
79398,White Win,11
79399,Black Win,10
79400,White Win,11
79401,White Win,9
79402,White Win,9
79403,Black Win,10
79404,White Win,18
79405,Black Win,9
79406,White Win,9
79407,White Win,10
79408,White Win,12
79409,Draw,10
79410,Black Win,7
79411,White Win,8
79412,Black Win,11
79413,Black Win,10
79414,Black Win,7
79415,Black Win,5
79416,White Win,12
79417,Black Win,8
79418,White Win,4
79419,White Win,3
79420,White Win,19
79421,Black Win,10
79422,White Win,12
79423,White Win,12
79424,Black Win,10
79425,White Win,20
79426,White Win,10
79427,White Win,9
79428,Black Win,7
79429,White Win,11
79430,Black Win,10
79431,Black Win,6
79432,Black Win,7
79433,White Win,11
79434,Black Win,8
79435,White Win,9
79436,White Win,13
79437,White Win,11
79438,White Win,9
79439,Black Win,6
79440,White Win,11
79441,White Win,20
79442,Black Win,8
79443,White Win,5
79444,White Win,11
79445,Black Win,12
79446,Black Win,8
79447,Draw,11
79448,White Win,6
79449,Black Win,0
79450,Black Win,10
79451,White Win,7
79452,White Win,11
79453,Draw,12
79454,White Win,16
79455,Black Win,9
79456,Draw,13
79457,Black Win,10
79458,White Win,12
79459,White Win,10
79460,Black Win,11
79461,Black Win,3
79462,Black Win,6
79463,Black Win,0
79464,Black Win,8
79465,White Win,10
79466,White Win,11
79467,White Win,13
79468,White Win,11
79469,White Win,10
79470,Draw,10
79471,Black Win,6
79472,Draw,16
79473,White Win,9
79474,White Win,9
79475,Draw,9
79476,Black Win,0
79477,White Win,5
79478,White Win,8
79479,Black Win,9
79480,Black Win,10
79481,Black Win,8
79482,White Win,12
79483,White Win,14
79484,Black Win,11
79485,White Win,20
79486,Black Win,0
79487,Draw,11
79488,White Win,8
79489,Black Win,8
79490,Black Win,11
79491,White Win,12
79492,White Win,12
79493,White Win,13
79494,White Win,20
79495,White Win,11
79496,Black Win,2
79497,White Win,7
79498,White Win,20
79499,Black Win,6
79500,White Win,6
79501,White Win,7
79502,White Win,16
79503,White Win,12
79504,White Win,11
79505,White Win,13
79506,Black Win,10
79507,White Win,7
79508,Black Win,7
79509,White Win,8
79510,Black Win,11
79511,Black Win,8
79512,White Win,11
79513,White Win,4
79514,White Win,10
79515,Black Win,2
79516,White Win,8
79517,White Win,20
79518,White Win,16
79519,Black Win,11
79520,White Win,10
79521,White Win,13
79522,White Win,11
79523,White Win,7
79524,White Win,9
79525,Black Win,12
79526,White Win,10
79527,White Win,20
79528,White Win,8
79529,Black Win,14
79530,Black Win,11
79531,White Win,9
79532,White Win,11
79533,Black Win,3
79534,White Win,9
79535,Black Win,7
79536,White Win,14
79537,Black Win,7
79538,White Win,8
79539,White Win,12
79540,Black Win,12
79541,White Win,10
79542,White Win,10
79543,Black Win,7
79544,White Win,11
79545,Black Win,0
79546,White Win,12
79547,Black Win,8
79548,Black Win,8
79549,Black Win,7
79550,White Win,11
79551,White Win,13
79552,Black Win,8
79553,Black Win,4
79554,Black Win,8
79555,White Win,11
79556,White Win,14
79557,Black Win,14
79558,White Win,11
79559,White Win,13
79560,Black Win,7
79561,White Win,16
79562,Black Win,0
79563,Black Win,0
79564,Black Win,13
79565,Black Win,8
79566,Black Win,10
79567,White Win,9
79568,Black Win,14
79569,White Win,19
79570,White Win,7
79571,Black Win,8
79572,Black Win,12
79573,Black Win,2
79574,White Win,15
79575,White Win,20
79576,White Win,10
79577,Black Win,9
79578,Black Win,12
79579,Black Win,11
79580,Draw,8
79581,White Win,14
79582,White Win,8
79583,Black Win,5
79584,Black Win,8
79585,White Win,10
79586,Black Win,7
79587,White Win,10
79588,Black Win,0
79589,Black Win,8
79590,Black Win,6
79591,Black Win,9
79592,Black Win,8
79593,White Win,18
79594,Black Win,13
79595,Black Win,12
79596,Black Win,9
79597,White Win,12
79598,Black Win,7
79599,Black Win,8
79600,White Win,7
79601,Black Win,11
79602,Black Win,7
79603,Black Win,6
79604,Black Win,8
79605,Black Win,8
79606,White Win,12
79607,White Win,20
79608,Black Win,1
79609,Black Win,0
79610,White Win,13
79611,Black Win,14
79612,Black Win,14
79613,Black Win,13
79614,Black Win,11
79615,Black Win,8
79616,Black Win,8
79617,Draw,7
79618,Black Win,9
79619,White Win,11
79620,White Win,9
79621,White Win,11
79622,Black Win,10
79623,Black Win,6
79624,Black Win,11
79625,White Win,10
79626,Black Win,11
79627,Black Win,10
79628,White Win,11
79629,Black Win,13
79630,Black Win,9
79631,Black Win,12
79632,Black Win,8
79633,White Win,5
79634,White Win,10
79635,Black Win,9
79636,White Win,19
79637,White Win,15
79638,Draw,9
79639,Black Win,8
79640,White Win,9
79641,Black Win,12
79642,White Win,7
79643,White Win,12
79644,White Win,8
79645,Black Win,9
79646,White Win,8
79647,Black Win,3
79648,Black Win,6
79649,White Win,18
79650,Draw,11
79651,White Win,12
79652,Black Win,9
79653,White Win,9
79654,Black Win,6
79655,Black Win,0
79656,Black Win,9
79657,White Win,12
79658,White Win,10
79659,White Win,9
79660,White Win,8
79661,White Win,20
79662,Black Win,2
79663,White Win,10
79664,White Win,12
79665,Black Win,11
79666,White Win,11
79667,Black Win,9
79668,Black Win,10
79669,White Win,7
79670,White Win,12
79671,White Win,9
79672,Black Win,0
79673,Black Win,9
79674,Black Win,7
79675,Black Win,6
79676,White Win,12
79677,Black Win,8
79678,Black Win,9
79679,Draw,7
79680,Black Win,10
79681,White Win,10
79682,Black Win,7
79683,Black Win,3
79684,Black Win,6
79685,Black Win,8
79686,Black Win,12
79687,Black Win,7
79688,White Win,9
79689,Black Win,4
79690,Black Win,9
79691,White Win,9
79692,Draw,8
79693,Black Win,10
79694,White Win,12
79695,Black Win,7
79696,Black Win,4
79697,White Win,13
79698,Black Win,8
79699,White Win,14
79700,Black Win,9
79701,White Win,20
79702,White Win,20
79703,White Win,12
79704,Black Win,7
79705,White Win,4
79706,White Win,9
79707,White Win,11
79708,Black Win,8
79709,White Win,7
79710,White Win,10
79711,Black Win,6
79712,Black Win,10
79713,White Win,9
79714,Black Win,5
79715,Black Win,11
79716,White Win,11
79717,White Win,20
79718,White Win,8
79719,Black Win,8
79720,White Win,9
79721,Black Win,16
79722,Black Win,10
79723,Black Win,13
79724,Black Win,9
79725,Black Win,7
79726,Black Win,14
79727,White Win,9
79728,White Win,18
79729,Black Win,10
79730,White Win,12
79731,Black Win,12
79732,Black Win,17
79733,Draw,11
79734,Black Win,8
79735,Black Win,8
79736,White Win,16
79737,Black Win,8
79738,Black Win,9
79739,Black Win,10
79740,White Win,10
79741,White Win,10
79742,Black Win,10
79743,White Win,9
79744,White Win,9
79745,Black Win,10
79746,White Win,10
79747,Black Win,0
79748,Black Win,7
79749,White Win,5
79750,White Win,11
79751,Black Win,9
79752,Black Win,0
79753,Black Win,7
79754,White Win,10
79755,White Win,20
79756,White Win,11
79757,Black Win,6
79758,Draw,8
79759,Black Win,9
79760,White Win,7
79761,Black Win,8
79762,Black Win,13
79763,Black Win,6
79764,White Win,8
79765,White Win,10
79766,White Win,19
79767,White Win,11
79768,Black Win,8
79769,White Win,5
79770,White Win,8
79771,White Win,10
79772,White Win,12
79773,Black Win,7
79774,Black Win,8
79775,White Win,12
79776,Black Win,8
79777,Black Win,12
79778,Black Win,14
79779,White Win,11
79780,White Win,7
79781,Black Win,6
79782,Black Win,6
79783,Black Win,12
79784,White Win,11
79785,Black Win,6
79786,Draw,5
79787,White Win,15
79788,Black Win,6
79789,White Win,13
79790,Black Win,12
79791,White Win,8
79792,White Win,10
79793,Black Win,13
79794,White Win,13
79795,Black Win,2
79796,White Win,6
79797,Black Win,10
79798,Black Win,5
79799,White Win,4
79800,White Win,8
79801,White Win,11
79802,White Win,11
79803,White Win,11
79804,Black Win,8
79805,White Win,9
79806,Black Win,8
79807,White Win,12
79808,White Win,10
79809,White Win,10
79810,White Win,11
79811,Black Win,14
79812,Black Win,6
79813,Black Win,10
79814,White Win,11
79815,White Win,14
79816,White Win,9
79817,White Win,10
79818,White Win,8
79819,Black Win,0
79820,Black Win,10
79821,White Win,11
79822,Black Win,7
79823,White Win,10
79824,Black Win,7
79825,White Win,11
79826,White Win,11
79827,White Win,12
79828,White Win,13
79829,White Win,12
79830,White Win,16
79831,White Win,9
79832,White Win,8
79833,Black Win,8
79834,Black Win,8
79835,Black Win,3
79836,Black Win,9
79837,Black Win,8
79838,Black Win,0
79839,White Win,9
79840,Black Win,0
79841,White Win,14
79842,White Win,11
79843,Black Win,9
79844,White Win,13
79845,White Win,9
79846,White Win,9
79847,White Win,13
79848,Black Win,9
79849,Black Win,0
79850,Black Win,9
79851,Black Win,9
79852,Black Win,10
79853,White Win,8
79854,White Win,9
79855,White Win,5
79856,White Win,13
79857,White Win,6
79858,Black Win,7
79859,White Win,9
79860,White Win,6
79861,White Win,12
79862,White Win,11
79863,Black Win,11
79864,Black Win,7
79865,White Win,11
79866,White Win,10
79867,Black Win,11
79868,Draw,20
79869,Black Win,10
79870,Black Win,6
79871,White Win,11
79872,Black Win,8
79873,Black Win,11
79874,White Win,10
79875,Black Win,6
79876,White Win,7
79877,White Win,11
79878,White Win,9
79879,White Win,5
79880,Black Win,13
79881,Black Win,0
79882,White Win,11
79883,White Win,12
79884,White Win,13
79885,Black Win,5
79886,Black Win,5
79887,Black Win,7
79888,Black Win,10
79889,White Win,10
79890,White Win,12
79891,Draw,6
79892,Black Win,11
79893,Black Win,6
79894,Black Win,9
79895,Black Win,9
79896,Black Win,7
79897,White Win,9
79898,White Win,10
79899,White Win,12
79900,White Win,10
79901,Black Win,6
79902,White Win,13
79903,Black Win,10
79904,Black Win,10
79905,Black Win,0
79906,White Win,8
79907,Black Win,9
79908,White Win,9
79909,Black Win,12
79910,Black Win,11
79911,Black Win,12
79912,White Win,11
79913,White Win,12
79914,Black Win,9
79915,Black Win,8
79916,White Win,11
79917,White Win,16
79918,White Win,8
79919,White Win,6
79920,Black Win,10
79921,White Win,10
79922,Black Win,8
79923,White Win,9
79924,White Win,16
79925,White Win,13
79926,White Win,7
79927,Black Win,0
79928,White Win,11
79929,Black Win,7
79930,Black Win,13
79931,White Win,9
79932,White Win,10
79933,Black Win,7
79934,Draw,10
79935,Black Win,7
79936,White Win,14
79937,Black Win,12
79938,Black Win,11
79939,White Win,11
79940,Black Win,10
79941,Black Win,7
79942,White Win,9
79943,White Win,10
79944,White Win,12
79945,Black Win,4
79946,White Win,14
79947,Black Win,7
79948,White Win,8
79949,Black Win,10
79950,Black Win,3
79951,White Win,13
79952,Black Win,8
79953,Black Win,8
79954,White Win,12
79955,White Win,8
79956,Draw,8
79957,White Win,8
79958,White Win,13
79959,Black Win,6
79960,White Win,10
79961,Black Win,8
79962,White Win,13
79963,White Win,10
79964,White Win,14
79965,Black Win,4
79966,White Win,11
